Transaction ID,Date,Project ID,Project Name,Department,Expense Category,Sub-Category,Vendor,Description,Amount,Payment Method,Status
1185,2025-08-14,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
1186,2025-08-14,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
1187,2025-08-15,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Grand Hotel,Hotel for vendor meeting,$250.00,Company Credit Card,Approved
1188,2025-08-15,PROJ-005,Epsilon Dev,Engineering,Travel,Flights,FlyHigh Airlines,Flight to vendor site,$380.00,Company Credit Card,Approved
1189,2025-08-16,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Inn & Suites,Hotel for client visit,$180.00,Company Credit Card,Approved
1190,2025-08-16,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
1191,2025-08-17,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
1192,2025-08-17,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
1193,2025-08-18,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
1194,2025-08-18,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
1195,2025-08-19,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
1196,2025-08-19,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
1197,2025-08-20,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
1198,2025-08-20,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
1199,2025-08-21,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
1200,2025-08-21,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
1201,2025-08-22,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
1202,2025-08-22,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
1203,2025-08-23,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Motel 6,Hotel for hackathon,$90.00,Company Credit Card,Approved
1204,2025-08-23,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
1205,2025-08-24,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
1206,2025-08-24,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
1207,2025-08-25,PROJ-002,Beta Test,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
1208,2025-08-25,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
1209,2025-08-26,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
1210,2025-08-26,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Glassware and consumables,$120.00,Company Credit Card,Approved
1211,2025-08-27,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
1212,2025-08-27,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
1213,2025-08-28,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for client visit,$180.00,Company Credit Card,Approved
1214,2025-08-28,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent C,Quarterly commission,$1800.00,Bank Transfer,Approved
1215,2025-08-29,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
1216,2025-08-29,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
1217,2025-08-30,PROJ-002,Beta Test,Engineering,Software,Design Tools,SketchUp,Design software license,$450.00,Company Credit Card,Approved
1218,2025-08-30,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
1219,2025-08-31,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Monthly subscription,$150.00,Bank Transfer,Approved
1220,2025-08-31,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
1221,2025-09-01,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
1222,2025-09-01,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
1223,2025-09-02,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
1224,2025-09-02,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
1225,2025-09-03,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
122
